bacteria
0-100
Protein Id	Score	Localization	Gene Ontology Terms
tr|T2K331|T2K331_SALTM	77	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KF69|T2KF69_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K218|T2K218_SALTM	87	cytoplasm	citrate lyase complex GO:0009346(IEA);
tr|T2KDD0|T2KDD0_SALTM	65	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBH4|T2KBH4_SALTM	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAJ9|T2KAJ9_SALTM	53	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDL8|T2KDL8_SALTM	77	inner membrane	integral to membrane GO:0016021(ISS); plasma membrane GO:0005886(IDA);
tr|T2K372|T2K372_SALTM	90	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KD91|T2KD91_SALTM	96	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9R7|T2K9R7_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K606|T2K606_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4J7|T2K4J7_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6H7|T2K6H7_SALTM	18	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K2X4|T2K2X4_SALTM	33	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K4U7|T2K4U7_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KD73|T2KD73_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCL7|T2KCL7_SALTM	84	inner membrane	Gram-negative-bacterium-type cell wall GO:0009276(IDA); integral to plasma membrane GO:0005887(IMP);
tr|T2KB45|T2KB45_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q7BT45|Q7BT45_SALTM	23	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K232|T2K232_SALTM	98	inner membrane	cell division site GO:0032153(IEA); integral to plasma membrane GO:0005887(IDA);
tr|T2K5L7|T2K5L7_SALTM	31	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KBL3|T2KBL3_SALTM	99	cytoplasm	cytoplasm GO:0005737(IEA); membrane GO:0016020(IDA);
tr|T2K9U4|T2K9U4_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDE6|T2KDE6_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KB65|T2KB65_SALTM	6	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8J4|T2K8J4_SALTM	12	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); peptidoglycan-based cell wall GO:0009274(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBM9|T2KBM9_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K3J4|T2K3J4_SALTM	21	cytoplasm	citrate lyase complex GO:0009346(IEA);
tr|T2K6M2|T2K6M2_SALTM	7	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KCM8|T2KCM8_SALTM	77	periplasm	outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2KEW4|T2KEW4_SALTM	95	cytoplasm	cytoplasm GO:0005737(IEA); membrane GO:0016020(IEA);
tr|T2KCB0|T2KCB0_SALTM	25	fimbrium	pilus GO:0009289(IEA);
tr|T2K4R2|T2K4R2_SALTM	33	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K721|T2K721_SALTM	15	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KCZ8|T2KCZ8_SALTM	94	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAV1|T2KAV1_SALTM	93	periplasm	periplasmic space GO:0042597(IDA);
tr|T2K4Q2|T2K4Q2_SALTM	18	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K738|T2K738_SALTM	11	secreted	extracellular region GO:0005576(IEA);
tr|T2K543|T2K543_SALTM	46	cytoplasm	cytoplasm GO:0005737(IEA); type III protein secretion system complex GO:0030257(IEA);
tr|T2K964|T2K964_SALTM	13	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA); S-layer GO:0030115(IEA);
tr|T2K9R6|T2K9R6_SALTM	28	cytoplasm	cytoplasm GO:0005737(IEA); preribosome GO:0030684(IDA);
tr|T2KDB3|T2KDB3_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9H5|T2K9H5_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8K7|T2K8K7_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2N3|T2K2N3_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9S6|T2K9S6_SALTM	95	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2U5|T2K2U5_SALTM	93	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3V0|T2K3V0_SALTM	93	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KD30|T2KD30_SALTM	8	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8W8|T2K8W8_SALTM	8	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KEP1|T2KEP1_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC93|T2KC93_SALTM	92	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K891|T2K891_SALTM	35	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KE19|T2KE19_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4L2|T2K4L2_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K597|T2K597_SALTM	79	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9J2|T2K9J2_SALTM	82	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAM0|T2KAM0_SALTM	15	cytoplasm	cytosol GO:0005829(IDA); plasma membrane GO:0005886(IDA);
tr|T2K7A2|T2K7A2_SALTM	86	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2KD99|T2KD99_SALTM	65	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDD2|T2KDD2_SALTM	84	inner membrane	integral to plasma membrane GO:0005887(IEA); TAT protein transport complex GO:0033281(IDA);
tr|T2K305|T2K305_SALTM	11	inner membrane	chloride channel complex GO:0034707(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2S7|T2K2S7_SALTM	95	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2KD81|T2KD81_SALTM	9	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5I9|T2K5I9_SALTM	67	inner membrane	ferredoxin hydrogenase complex GO:0009375(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K567|T2K567_SALTM	18	inner membrane	Gram-negative-bacterium-type cell wall GO:0009276(IEA); integral to membrane GO:0016021(IEA); intrinsic to external side of plasma membrane, in periplasmic space GO:0031237(IDA);
tr|T2K5Z2|T2K5Z2_SALTM	97	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2KAI9|T2KAI9_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2K7E6|T2K7E6_SALTM	21	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2KC56|T2KC56_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA); type III protein secretion system complex GO:0030257(IEA);
tr|T2K9L2|T2K9L2_SALTM	94	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K7M5|T2K7M5_SALTM	94	cytoplasm	cytoplasm GO:0005737(IEA); Holliday junction helicase complex GO:0009379(IDA);
tr|T2K9G1|T2K9G1_SALTM	99	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAX6|T2KAX6_SALTM	8	periplasm	membrane GO:0016020(IDA); periplasmic space GO:0042597(IEA);
tr|T2KCI9|T2KCI9_SALTM	6	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9E6|T2K9E6_SALTM	17	secreted	cell surface GO:0009986(IEA); host cell GO:0043657(IEA); outer membrane GO:0019867(IEA);
tr|T2K3H0|T2K3H0_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KA96|T2KA96_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3N3|T2K3N3_SALTM	91	periplasm	periplasmic space GO:0042597(IDA);
tr|T2K3S3|T2K3S3_SALTM	97	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K415|T2K415_SALTM	42	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4Q7|T2K4Q7_SALTM	58	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KEF1|T2KEF1_SALTM	76	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K4Z8|T2K4Z8_SALTM	77	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K342|T2K342_SALTM	94	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8C7|T2K8C7_SALTM	16	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K421|T2K421_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K6G3|T2K6G3_SALTM	100	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KFA9|T2KFA9_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4I2|T2K4I2_SALTM	93	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K524|T2K524_SALTM	95	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K922|T2K922_SALTM	94	inner membrane	integral to plasma membrane GO:0005887(IDA); plasma membrane respiratory chain complex I GO:0045272(IDA);
tr|T2K7I4|T2K7I4_SALTM	100	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K4C4|T2K4C4_SALTM	93	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAL0|T2KAL0_SALTM	74	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K497|T2K497_SALTM	13	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K230|T2K230_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8B3|T2K8B3_SALTM	30	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K364|T2K364_SALTM	34	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA);
tr|T2KDH9|T2KDH9_SALTM	19	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K687|T2K687_SALTM	10	inner membrane	integral to plasma membrane GO:0005887(IEA);
tr|T2KEP3|T2KEP3_SALTM	18	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2KAF1|T2KAF1_SALTM	97	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K925|T2K925_SALTM	11	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K731|T2K731_SALTM	23	periplasm	periplasmic space GO:0042597(TAS);
tr|T2K4V3|T2K4V3_SALTM	92	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K809|T2K809_SALTM	95	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K7I1|T2K7I1_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K3G4|T2K3G4_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7M3|T2K7M3_SALTM	96	cytoplasm	cytoplasm GO:0005737(IEA); nucleoid GO:0009295(IDA);
tr|T2K4U0|T2K4U0_SALTM	83	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K3Q6|T2K3Q6_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KE38|T2KE38_SALTM	88	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K3H7|T2K3H7_SALTM	11	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9L9|T2K9L9_SALTM	25	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2M9|T2K2M9_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K355|T2K355_SALTM	40	inner membrane	integral to membrane GO:0016021(IDA); integral to plasma membrane GO:0005887(IEA); TAT protein transport complex GO:0033281(IDA);
tr|T2KAI2|T2KAI2_SALTM	39	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6T7|T2K6T7_SALTM	100	outer membrane	cell outer membrane GO:0009279(IEA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|T2K4N4|T2K4N4_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K740|T2K740_SALTM	90	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDR4|T2KDR4_SALTM	14	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KA98|T2KA98_SALTM	23	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCQ4|T2KCQ4_SALTM	90	periplasm	cell outer membrane GO:0009279(IDA); outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2K4Y3|T2K4Y3_SALTM	29	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K332|T2K332_SALTM	28	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KCI1|T2KCI1_SALTM	93	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3X6|T2K3X6_SALTM	69	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5G1|T2K5G1_SALTM	28	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K248|T2K248_SALTM	39	secreted	extracellular region GO:0005576(IEA);
tr|T2K801|T2K801_SALTM	25	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KCH2|T2KCH2_SALTM	87	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K448|T2K448_SALTM	13	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KDN0|T2KDN0_SALTM	36	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K847|T2K847_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KC16|T2KC16_SALTM	100	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K955|T2K955_SALTM	100	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2KF47|T2KF47_SALTM	19	fimbrium	pilus GO:0009289(IEA);
tr|T2K519|T2K519_SALTM	84	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K793|T2K793_SALTM	25	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K4U4|T2K4U4_SALTM	94	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA); periplasmic space GO:0042597(IDA);
tr|T2K9T5|T2K9T5_SALTM	94	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4D6|T2K4D6_SALTM	15	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2K8I4|T2K8I4_SALTM	100	secreted	extracellular region GO:0005576(IEA);
tr|T2KAN4|T2KAN4_SALTM	92	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3I7|T2K3I7_SALTM	19	fimbrium	pilus GO:0009289(IEA);
tr|T2K6D6|T2K6D6_SALTM	39	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2V9|T2K2V9_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K639|T2K639_SALTM	100	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K8N2|T2K8N2_SALTM	90	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K926|T2K926_SALTM	28	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4U5|T2K4U5_SALTM	94	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K4L5|T2K4L5_SALTM	7	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K959|T2K959_SALTM	6	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K674|T2K674_SALTM	42	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9P0|T2K9P0_SALTM	92	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K3M7|T2K3M7_SALTM	8	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K3Y9|T2K3Y9_SALTM	18	cytoplasm	membrane GO:0016020(IEA);
tr|T2KCK1|T2KCK1_SALTM	11	cytoplasm	cytosol GO:0005829(IDA);
tr|T2KEQ0|T2KEQ0_SALTM	30	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KER0|T2KER0_SALTM	93	cytoplasm	anaerobic ribonucleoside-triphosphate reductase complex GO:0031250(IMP);
tr|T2KAL3|T2KAL3_SALTM	96	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|T2KBT3|T2KBT3_SALTM	18	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KDA9|T2KDA9_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA); proton-transporting ATP synthase complex, coupling factor F(o) GO:0045263(IEA);
tr|T2K2Y2|T2K2Y2_SALTM	89	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8K6|T2K8K6_SALTM	10	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDN9|T2KDN9_SALTM	24	cytoplasm	tricarboxylic acid cycle enzyme complex GO:0045239(IEA);
tr|T2KDD6|T2KDD6_SALTM	75	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K570|T2K570_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCG1|T2KCG1_SALTM	58	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K722|T2K722_SALTM	56	periplasm	periplasmic space GO:0042597(IDA);
tr|T2K6F2|T2K6F2_SALTM	86	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K3E6|T2K3E6_SALTM	84	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8I6|T2K8I6_SALTM	27	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAY3|T2KAY3_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K6L6|T2K6L6_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K3W1|T2K3W1_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA); Holliday junction resolvase complex GO:0048476(IDA);
tr|T2KDS2|T2KDS2_SALTM	99	cytoplasm	cytoplasm GO:0005737(IEA); membrane GO:0016020(IDA);
tr|T2KDD7|T2KDD7_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K604|T2K604_SALTM	100	secreted	host cell membrane GO:0033644(IDA); host cell plasma membrane GO:0020002(IEA); membrane GO:0016020(IEA);
tr|T2KAU6|T2KAU6_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDZ9|T2KDZ9_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC88|T2KC88_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2K3K8|T2K3K8_SALTM	89	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
tr|T2K842|T2K842_SALTM	84	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9F7|T2K9F7_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K898|T2K898_SALTM	20	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KES8|T2KES8_SALTM	10	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4T1|T2K4T1_SALTM	90	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K266|T2K266_SALTM	16	fimbrium	pilus GO:0009289(IEA);
tr|T2K552|T2K552_SALTM	88	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC75|T2KC75_SALTM	13	periplasm	membrane GO:0016020(IEA); outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2K2D4|T2K2D4_SALTM	83	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KEZ5|T2KEZ5_SALTM	67	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2V6|T2K2V6_SALTM	92	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K518|T2K518_SALTM	78	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K275|T2K275_SALTM	95	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAY8|T2KAY8_SALTM	8	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KE04|T2KE04_SALTM	62	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8C2|T2K8C2_SALTM	97	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KEI8|T2KEI8_SALTM	22	periplasm	membrane GO:0016020(ISS); periplasmic space GO:0042597(IEA);
tr|T2KCJ8|T2KCJ8_SALTM	30	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2L4|T2K2L4_SALTM	37	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2K638|T2K638_SALTM	99	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9P8|T2K9P8_SALTM	81	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K6N4|T2K6N4_SALTM	20	cytoplasm	cytosol GO:0005829(IDA);
tr|T2KE34|T2KE34_SALTM	7	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K813|T2K813_SALTM	91	periplasm	periplasmic space GO:0042597(IDA);
tr|T2K937|T2K937_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAD3|T2KAD3_SALTM	15	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8G2|T2K8G2_SALTM	11	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9Z4|T2K9Z4_SALTM	18	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KC30|T2KC30_SALTM	15	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5L3|T2K5L3_SALTM	24	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6R3|T2K6R3_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCG5|T2KCG5_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCI4|T2KCI4_SALTM	83	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K217|T2K217_SALTM	29	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8S6|T2K8S6_SALTM	93	periplasm	outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2K8V1|T2K8V1_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA);
tr|T2K4H9|T2K4H9_SALTM	100	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2KEP2|T2KEP2_SALTM	60	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4W6|T2K4W6_SALTM	10	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2K8G4|T2K8G4_SALTM	64	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K3F3|T2K3F3_SALTM	21	outer membrane	cell outer membrane GO:0009279(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|T2KBR1|T2KBR1_SALTM	25	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2K8C4|T2K8C4_SALTM	16	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA);
tr|T2K314|T2K314_SALTM	9	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7H7|T2K7H7_SALTM	55	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K7S2|T2K7S2_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KEQ7|T2KEQ7_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K764|T2K764_SALTM	64	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAA9|T2KAA9_SALTM	18	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2K9Z5|T2K9Z5_SALTM	83	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K633|T2K633_SALTM	17	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8J5|T2K8J5_SALTM	94	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K920|T2K920_SALTM	19	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KA25|T2KA25_SALTM	22	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2S9|T2K2S9_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4Z3|T2K4Z3_SALTM	95	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2KE98|T2KE98_SALTM	21	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K9T2|T2K9T2_SALTM	19	secreted	extracellular region GO:0005576(IEA);
tr|T2K333|T2K333_SALTM	8	secreted	extracellular region GO:0005576(IEA);
tr|T2KE10|T2KE10_SALTM	19	cytoplasm	cytoplasm GO:0005737(IEA);
